SaanichInlet_200m_107_1,0.0504959
SaanichInlet_200m_107_10,0.0297322
SaanichInlet_200m_107_11,0.0454719
SaanichInlet_200m_107_12,0.00721782
SaanichInlet_200m_107_13,0.00971193
SaanichInlet_200m_107_14,0.287427
SaanichInlet_200m_107_15,0.0108108
SaanichInlet_200m_107_16,0.0162869
SaanichInlet_200m_107_17,0
SaanichInlet_200m_107_18,0.146555
SaanichInlet_200m_107_19,0.0151914
SaanichInlet_200m_107_2,0.0141735
SaanichInlet_200m_107_20,0.0398572
SaanichInlet_200m_107_21,0.026527
SaanichInlet_200m_107_22,0.314275
SaanichInlet_200m_107_23,0.0960841
SaanichInlet_200m_107_24,0.153157
SaanichInlet_200m_107_25,0.021755
SaanichInlet_200m_107_26,0.0311281
SaanichInlet_200m_107_27,0.0625863
SaanichInlet_200m_107_28,0.117331
SaanichInlet_200m_107_29,0.0242444
SaanichInlet_200m_107_3,0.0385059
SaanichInlet_200m_107_30,0.0215042
SaanichInlet_200m_107_31,0.0252055
SaanichInlet_200m_107_32,0.0225759
SaanichInlet_200m_107_33,0.0210272
SaanichInlet_200m_107_34,0.0302613
SaanichInlet_200m_107_35,0.0198421
SaanichInlet_200m_107_36,0.0298868
SaanichInlet_200m_107_37,0.0601555
SaanichInlet_200m_107_38,0
SaanichInlet_200m_107_39,0.0391809
SaanichInlet_200m_107_4,0.0490372
SaanichInlet_200m_107_40,0.0252071
SaanichInlet_200m_107_41,0.414301
SaanichInlet_200m_107_42,0.16947
SaanichInlet_200m_107_43,0.0186387
SaanichInlet_200m_107_44,0.00263673
SaanichInlet_200m_107_45,0.014944
SaanichInlet_200m_107_46,0.107791
SaanichInlet_200m_107_47,0.105596
SaanichInlet_200m_107_48,0
SaanichInlet_200m_107_49,0.427865
SaanichInlet_200m_107_5,0.0292737
SaanichInlet_200m_107_50,0.0191885
SaanichInlet_200m_107_51,0.0919188
SaanichInlet_200m_107_52,0.0211294
SaanichInlet_200m_107_53,0.0242049
SaanichInlet_200m_107_54,0.0347154
SaanichInlet_200m_107_55,0.0922121
SaanichInlet_200m_107_56,0
SaanichInlet_200m_107_57,0.0874897
SaanichInlet_200m_107_58,0.0406338
SaanichInlet_200m_107_59,0
SaanichInlet_200m_107_6,0
SaanichInlet_200m_107_60,0.0644792
SaanichInlet_200m_107_61,0.0171083
SaanichInlet_200m_107_62,0.0270615
SaanichInlet_200m_107_63,0.0026849
SaanichInlet_200m_107_64,0.0620625
SaanichInlet_200m_107_65,0.241171
SaanichInlet_200m_107_66,0.281536
SaanichInlet_200m_107_67,0.082601
SaanichInlet_200m_107_68,0.0256416
SaanichInlet_200m_107_69,0.0535769
SaanichInlet_200m_107_7,0.039351
SaanichInlet_200m_107_70,0.0733568
SaanichInlet_200m_107_71,0.0132197
SaanichInlet_200m_107_72,0.22659
SaanichInlet_200m_107_73,0.0245944
SaanichInlet_200m_107_74,0.0466006
SaanichInlet_200m_107_75,0.0193876
SaanichInlet_200m_107_76,0.021889
SaanichInlet_200m_107_77,0
SaanichInlet_200m_107_78,1.67833
SaanichInlet_200m_107_79,0.0614045
SaanichInlet_200m_107_8,0
SaanichInlet_200m_107_80,0.0050771
SaanichInlet_200m_107_81,0.0738705
SaanichInlet_200m_107_82,0.102765
SaanichInlet_200m_107_83,3.14692
SaanichInlet_200m_107_84,0.00889796
SaanichInlet_200m_107_85,0.043353
SaanichInlet_200m_107_9,0.0623
SaanichInlet_200m_109_1,0
SaanichInlet_200m_109_10,0.00087497
SaanichInlet_200m_109_11,0
SaanichInlet_200m_109_12,2.52475
SaanichInlet_200m_109_13,0
SaanichInlet_200m_109_14,0
SaanichInlet_200m_109_15,0
SaanichInlet_200m_109_16,0
SaanichInlet_200m_109_17,0.254119
SaanichInlet_200m_109_18,1.53313
SaanichInlet_200m_109_19,0
SaanichInlet_200m_109_2,0
SaanichInlet_200m_109_20,0.0479886
SaanichInlet_200m_109_21,0
SaanichInlet_200m_109_22,0
SaanichInlet_200m_109_23,0
SaanichInlet_200m_109_24,0
SaanichInlet_200m_109_25,0.00334338
SaanichInlet_200m_109_26,0.132788
SaanichInlet_200m_109_27,0
SaanichInlet_200m_109_28,0
SaanichInlet_200m_109_29,0.00162381
SaanichInlet_200m_109_3,0
SaanichInlet_200m_109_30,0.00329071
SaanichInlet_200m_109_31,0
SaanichInlet_200m_109_32,0.00473896
SaanichInlet_200m_109_33,0
SaanichInlet_200m_109_34,0.00313135
SaanichInlet_200m_109_35,0
SaanichInlet_200m_109_36,0
SaanichInlet_200m_109_37,0
SaanichInlet_200m_109_38,0.00796244
SaanichInlet_200m_109_39,0
SaanichInlet_200m_109_4,0
SaanichInlet_200m_109_40,0
SaanichInlet_200m_109_5,0
SaanichInlet_200m_109_6,0.0161986
SaanichInlet_200m_109_7,0.00240115
SaanichInlet_200m_109_8,0
SaanichInlet_200m_109_9,0
SaanichInlet_200m_113_1,0.00800098
SaanichInlet_200m_113_10,0.00181257
SaanichInlet_200m_113_11,0.00158713
SaanichInlet_200m_113_12,0.0266255
SaanichInlet_200m_113_13,0.00418065
SaanichInlet_200m_113_14,0.122598
SaanichInlet_200m_113_15,0.00327964
SaanichInlet_200m_113_16,0.00669927
SaanichInlet_200m_113_17,0
SaanichInlet_200m_113_18,0.0061476
SaanichInlet_200m_113_19,0.000317053
SaanichInlet_200m_113_2,0.00725054
SaanichInlet_200m_113_20,0
SaanichInlet_200m_113_21,0
SaanichInlet_200m_113_22,0
SaanichInlet_200m_113_23,0.0349364
SaanichInlet_200m_113_24,0
SaanichInlet_200m_113_25,0
SaanichInlet_200m_113_26,0
SaanichInlet_200m_113_27,0
SaanichInlet_200m_113_28,0
SaanichInlet_200m_113_29,0
SaanichInlet_200m_113_3,0.00288161
SaanichInlet_200m_113_30,0
SaanichInlet_200m_113_31,0
SaanichInlet_200m_113_32,0
SaanichInlet_200m_113_33,0
SaanichInlet_200m_113_34,0
SaanichInlet_200m_113_35,0.407135
SaanichInlet_200m_113_36,0.000340515
SaanichInlet_200m_113_37,0
SaanichInlet_200m_113_38,0
SaanichInlet_200m_113_39,0
SaanichInlet_200m_113_4,0.000559068
SaanichInlet_200m_113_40,0
SaanichInlet_200m_113_41,0
SaanichInlet_200m_113_5,0
SaanichInlet_200m_113_6,0
SaanichInlet_200m_113_7,0
SaanichInlet_200m_113_8,0
SaanichInlet_200m_113_9,0
SaanichInlet_200m_11_1,0.705026
SaanichInlet_200m_11_2,1.04374
SaanichInlet_200m_11_3,0.760304
SaanichInlet_200m_121_1,0.0915005
SaanichInlet_200m_121_10,0.0028426
SaanichInlet_200m_121_11,0
SaanichInlet_200m_121_12,0.0248075
SaanichInlet_200m_121_13,5.8947
SaanichInlet_200m_121_14,0
SaanichInlet_200m_121_15,0.000345608
SaanichInlet_200m_121_16,0
SaanichInlet_200m_121_17,0
SaanichInlet_200m_121_18,0.000749002
SaanichInlet_200m_121_19,0.0021472
SaanichInlet_200m_121_2,0.0263326
SaanichInlet_200m_121_20,0.0416865
SaanichInlet_200m_121_21,0
SaanichInlet_200m_121_22,0.00794352
SaanichInlet_200m_121_23,0.00182881
SaanichInlet_200m_121_24,0
SaanichInlet_200m_121_25,0
SaanichInlet_200m_121_26,0.00591405
SaanichInlet_200m_121_27,0
SaanichInlet_200m_121_28,0
SaanichInlet_200m_121_29,0
SaanichInlet_200m_121_3,0.0356524
SaanichInlet_200m_121_30,0.00901465
SaanichInlet_200m_121_31,1.75638
SaanichInlet_200m_121_32,0.0288298
SaanichInlet_200m_121_4,2.60841
SaanichInlet_200m_121_5,0
SaanichInlet_200m_121_6,0.00825945
SaanichInlet_200m_121_7,0
SaanichInlet_200m_121_8,0.00104774
SaanichInlet_200m_121_9,0
SaanichInlet_200m_124_1,0.0173867
SaanichInlet_200m_124_10,0.00865538
SaanichInlet_200m_124_100,0.0397361
SaanichInlet_200m_124_101,0.0156822
SaanichInlet_200m_124_102,0
